|6.6.6
/home/haiwang/pyExoInt_v1.2_released/Mineral/Utilities/tmp_files/56389/mantlephys_1.tab             
           1
node #  
   2.1219957914593380E-314
   2.1219957914593380E-314
  2004159984
          26
node#          P(bar)         T(K)           rho,kg/m3      Gruneisen_T    Ks,bar         vp,km/s        vs,km/s        Wus,vo%        Pv,vo%         Ppv,vo%        CF,vo%         O,vo%          Wad,vo%        Ring,vo%       Pl,vo%         Cpx,vo%        Gt,vo%         st,vo%         q,vo%          ca-pv,vo%      coe,vo%        ky,vo%         Sp,vo%         neph,vo%       seif,vo%      
  213.000       0.379487E+007   3822.82        6973.90        1.12650       0.138446E+008   17.4700        8.94490        19.8530                 NaN   69.9085        2.78545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45304                 NaN            NaN            NaN            NaN            NaN
  214.000       0.381496E+007   3831.08        6983.92        1.12564       0.139027E+008   17.4905        8.95206        19.8503                 NaN   69.9110        2.78561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45308                 NaN            NaN            NaN            NaN            NaN
  215.000       0.383504E+007   3839.33        6993.92        1.12478       0.139607E+008   17.5110        8.95917        19.8477                 NaN   69.9134        2.78577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45312                 NaN            NaN            NaN            NaN            NaN
  216.000       0.385513E+007   3847.56        7003.89        1.12393       0.140187E+008   17.5313        8.96626        19.8458                 NaN   69.9177        2.78335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45316                 NaN            NaN            NaN            NaN            NaN
  217.000       0.387521E+007   3855.79        7013.83        1.12308       0.140767E+008   17.5516        8.97330        19.8431                 NaN   69.9201        2.78351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45320                 NaN            NaN            NaN            NaN            NaN
  218.000       0.389530E+007   3864.00        7023.74        1.12223       0.141347E+008   17.5718        8.98029        19.8405                 NaN   69.9226        2.78367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45323                 NaN            NaN            NaN            NaN            NaN
  219.000       0.391538E+007   3872.20        7033.63        1.12140       0.141926E+008   17.5920        8.98726        19.8387                 NaN   69.9268        2.78125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45328                 NaN            NaN            NaN            NaN            NaN
  220.000       0.393547E+007   3880.40        7043.49        1.12057       0.142506E+008   17.6120        8.99416        19.8361                 NaN   69.9292        2.78141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45331                 NaN            NaN            NaN            NaN            NaN
  221.000       0.395556E+007   3888.58        7053.33        1.11974       0.143085E+008   17.6320        9.00103        19.8335                 NaN   69.9316        2.78158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45334                 NaN            NaN            NaN            NaN            NaN
  222.000       0.397564E+007   3896.74        7063.14        1.11892       0.143663E+008   17.6519        9.00788        19.8317                 NaN   69.9358        2.77916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45338                 NaN            NaN            NaN            NaN            NaN
  223.000       0.399573E+007   3904.90        7072.92        1.11811       0.144242E+008   17.6717        9.01467        19.8291                 NaN   69.9381        2.77932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45341                 NaN            NaN            NaN            NaN            NaN
  224.000       0.401581E+007   3913.05        7082.67        1.11729       0.144820E+008   17.6914        9.02142        19.8266                 NaN   69.9405        2.77948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45344                 NaN            NaN            NaN            NaN            NaN
  225.000       0.403590E+007   3921.19        7092.41        1.11649       0.145398E+008   17.7111        9.02815        19.8248                 NaN   69.9446        2.77707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45347                 NaN            NaN            NaN            NaN            NaN
  226.000       0.405598E+007   3929.31        7102.11        1.11569       0.145976E+008   17.7307        9.03482        19.8223                 NaN   69.9470        2.77723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45350                 NaN            NaN            NaN            NaN            NaN
  227.000       0.407607E+007   3937.43        7111.79        1.11490       0.146554E+008   17.7502        9.04145        19.8198                 NaN   69.9493        2.77740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45353                 NaN            NaN            NaN            NaN            NaN
  228.000       0.409615E+007   3945.53        7121.44        1.11411       0.147131E+008   17.7696        9.04805        19.8173                 NaN   69.9516        2.77756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45355                 NaN            NaN            NaN            NaN            NaN
  229.000       0.411624E+007   3953.63        7131.07        1.11332       0.147709E+008   17.7890        9.05463        19.8156                 NaN   69.9557        2.77515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45358                 NaN            NaN            NaN            NaN            NaN
  230.000       0.413632E+007   3961.71        7140.67        1.11254       0.148286E+008   17.8083        9.06115        19.8131                 NaN   69.9580        2.77531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45361                 NaN            NaN            NaN            NaN            NaN
  231.000       0.415641E+007   3969.79        7150.25        1.11177       0.148862E+008   17.8275        9.06762        19.8114                 NaN   69.9622        2.77283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45364                 NaN            NaN            NaN            NaN            NaN
  232.000       0.417650E+007   3977.85        7159.81        1.11100       0.149439E+008   17.8467        9.07406        19.8089                 NaN   69.9644        2.77299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45366                 NaN            NaN            NaN            NaN            NaN
  233.000       0.419658E+007   3985.90        7169.33        1.11023       0.150015E+008   17.8658        9.08047        19.8065                 NaN   69.9667        2.77316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45368                 NaN            NaN            NaN            NaN            NaN
  234.000       0.421667E+007   3993.94        7178.84        1.10947       0.150592E+008   17.8848        9.08686        19.8048                 NaN   69.9707        2.77076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45371                 NaN            NaN            NaN            NaN            NaN
  235.000       0.423675E+007   4001.98        7188.32        1.10872       0.151167E+008   17.9037        9.09319        19.8024                 NaN   69.9730        2.77092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45373                 NaN            NaN            NaN            NaN            NaN
  236.000       0.425684E+007   4010.00        7197.94        1.10795       0.151737E+008   17.9213        9.09806        19.7964                 NaN   69.9786        2.77114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45391                 NaN            NaN            NaN            NaN            NaN
  237.000       0.427692E+007   4018.01        7207.37        1.10720       0.152312E+008   17.9401        9.10432        19.7940                 NaN   69.9808        2.77131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45393                 NaN            NaN            NaN            NaN            NaN
  238.000       0.429701E+007   4026.01        7216.78        1.10646       0.152888E+008   17.9588        9.11054        19.7916                 NaN   69.9830        2.77147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45395                 NaN            NaN            NaN            NaN            NaN
  239.000       0.431709E+007   4034.01        7226.17        1.10572       0.153463E+008   17.9775        9.11674        19.7900                 NaN   69.9870        2.76907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45397                 NaN            NaN            NaN            NaN            NaN
  240.000       0.433718E+007   4041.99        7235.54        1.10499       0.154037E+008   17.9961        9.12289        19.7876                 NaN   69.9892        2.76924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45399                 NaN            NaN            NaN            NaN            NaN
  241.000       0.435726E+007   4049.96        7244.88        1.10426       0.154612E+008   18.0146        9.12901        19.7852                 NaN   69.9914        2.76940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45401                 NaN            NaN            NaN            NaN            NaN
  242.000       0.437735E+007   4057.93        7254.19        1.10353       0.155187E+008   18.0331        9.13509        19.7829                 NaN   69.9935        2.76956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45402                 NaN            NaN            NaN            NaN            NaN
  243.000       0.439744E+007   4065.88        7263.49        1.10281       0.155761E+008   18.0515        9.14116        19.7813                 NaN   69.9975        2.76717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45404                 NaN            NaN            NaN            NaN            NaN
  244.000       0.441752E+007   4073.82        7272.76        1.10210       0.156335E+008   18.0699        9.14717        19.7790                 NaN   69.9997        2.76733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45405                 NaN            NaN            NaN            NaN            NaN
  245.000       0.443761E+007   4081.76        7282.01        1.10138       0.156909E+008   18.0882        9.15315        19.7766                 NaN   70.0018        2.76749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45407                 NaN            NaN            NaN            NaN            NaN
  246.000       0.445769E+007   4089.68        7291.24        1.10067       0.157482E+008   18.1064        9.15909        19.7743                 NaN   70.0039        2.76766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45408                 NaN            NaN            NaN            NaN            NaN
  247.000       0.447778E+007   4097.60        7300.44        1.09997       0.158056E+008   18.1245        9.16500        19.7720                 NaN   70.0061        2.76782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45409                 NaN            NaN            NaN            NaN            NaN
  248.000       0.449786E+007   4105.51        7309.63        1.09927       0.158629E+008   18.1426        9.17090        19.7705                 NaN   70.0100        2.76543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45411                 NaN            NaN            NaN            NaN            NaN
  249.000       0.451795E+007   4113.40        7318.79        1.09857       0.159202E+008   18.1606        9.17675        19.7682                 NaN   70.0121        2.76559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45412                 NaN            NaN            NaN            NaN            NaN
  250.000       0.453803E+007   4121.29        7327.93        1.09788       0.159775E+008   18.1786        9.18256        19.7659                 NaN   70.0142        2.76575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45412                 NaN            NaN            NaN            NaN            NaN
  251.000       0.455812E+007   4129.17        7337.05        1.09719       0.160348E+008   18.1965        9.18834        19.7637                 NaN   70.0163        2.76592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45413                 NaN            NaN            NaN            NaN            NaN
  252.000       0.457821E+007   4137.04        7346.14        1.09651       0.160920E+008   18.2143        9.19409        19.7614                 NaN   70.0184        2.76608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45414                 NaN            NaN            NaN            NaN            NaN
  253.000       0.459829E+007   4144.90        7355.22        1.09583       0.161493E+008   18.2321        9.19981        19.7592                 NaN   70.0204        2.76624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45415                 NaN            NaN            NaN            NaN            NaN
  254.000       0.461838E+007   4152.75        7364.27        1.09515       0.162065E+008   18.2499        9.20552        19.7577                 NaN   70.0243        2.76385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45416                 NaN            NaN            NaN            NaN            NaN
  255.000       0.463846E+007   4160.59        7373.31        1.09448       0.162637E+008   18.2675        9.21117        19.7555                 NaN   70.0264        2.76402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45417                 NaN            NaN            NaN            NaN            NaN
  256.000       0.465855E+007   4168.43        7382.32        1.09381       0.163208E+008   18.2851        9.21679        19.7532                 NaN   70.0284        2.76418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45417                 NaN            NaN            NaN            NaN            NaN
  257.000       0.467863E+007   4176.25        7391.31        1.09314       0.163780E+008   18.3027        9.22238        19.7510                 NaN   70.0304        2.76434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45418                 NaN            NaN            NaN            NaN            NaN
  258.000       0.469872E+007   4184.07        7400.28        1.09248       0.164351E+008   18.3201        9.22794        19.7488                 NaN   70.0325        2.76450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45418                 NaN            NaN            NaN            NaN            NaN
  259.000       0.471880E+007   4191.87        7409.23        1.09182       0.164923E+008   18.3376        9.23347        19.7467                 NaN   70.0345        2.76466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45418                 NaN            NaN            NaN            NaN            NaN
  260.000       0.473889E+007   4199.67        7418.15        1.09117       0.165494E+008   18.3549        9.23896        19.7445                 NaN   70.0365        2.76482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45419                 NaN            NaN            NaN            NaN            NaN
  261.000       0.475897E+007   4207.46        7427.07        1.09052       0.166064E+008   18.3723        9.24446        19.7430                 NaN   70.0403        2.76244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45419                 NaN            NaN            NaN            NaN            NaN
  262.000       0.477906E+007   4215.24        7435.96        1.08987       0.166635E+008   18.3895        9.24990        19.7409                 NaN   70.0423        2.76260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45420                 NaN            NaN            NaN            NaN            NaN
  263.000       0.479915E+007   4223.01        7444.82        1.08922       0.167205E+008   18.4067        9.25530        19.7387                 NaN   70.0443        2.76276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45420                 NaN            NaN            NaN            NaN            NaN
  264.000       0.481923E+007   4230.77        7453.67        1.08858       0.167776E+008   18.4239        9.26068        19.7366                 NaN   70.0463        2.76293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45420                 NaN            NaN            NaN            NaN            NaN
  265.000       0.483932E+007   4238.53        7462.50        1.08794       0.168346E+008   18.4409        9.26603        19.7344                 NaN   70.0483        2.76309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45420                 NaN            NaN            NaN            NaN            NaN
  266.000       0.485940E+007   4246.27        7471.31        1.08731       0.168916E+008   18.4580        9.27135        19.7323                 NaN   70.0503        2.76325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45420                 NaN            NaN            NaN            NaN            NaN
  267.000       0.487949E+007   4254.01        7480.10        1.08668       0.169486E+008   18.4749        9.27664        19.7302                 NaN   70.0522        2.76341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45419                 NaN            NaN            NaN            NaN            NaN
  268.000       0.489957E+007   4261.74        7488.88        1.08605       0.170055E+008   18.4919        9.28192        19.7288                 NaN   70.0560        2.76103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45420                 NaN            NaN            NaN            NaN            NaN
  269.000       0.491966E+007   4269.46        7497.63        1.08543       0.170624E+008   18.5087        9.28716        19.7267                 NaN   70.0579        2.76119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45420                 NaN            NaN            NaN            NaN            NaN
  270.000       0.493974E+007   4277.17        7506.36        1.08481       0.171194E+008   18.5255        9.29236        19.7246                 NaN   70.0599        2.76135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45419                 NaN            NaN            NaN            NaN            NaN
  271.000       0.495983E+007   4284.88        7515.07        1.08419       0.171763E+008   18.5423        9.29753        19.7225                 NaN   70.0618        2.76151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45419                 NaN            NaN            NaN            NaN            NaN
  272.000       0.497991E+007   4292.57        7523.76        1.08358       0.172332E+008   18.5590        9.30268        19.7204                 NaN   70.0637        2.76167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45419                 NaN            NaN            NaN            NaN            NaN
  273.000       0.500000E+007   4300.26        7532.44        1.08297       0.172900E+008   18.5756        9.30780        19.7184                 NaN   70.0656        2.76183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45418                 NaN            NaN            NaN            NaN            NaN
