|6.6.6
/home/haiwang/pyExoInt_v1.2_released/Mineral/Utilities/tmp_files/98434/mantlephys_1.tab             
           1
node #  
   2.1219957914593380E-314
   2.1219957914593380E-314
 -1200071184
          26
node#          P(bar)         T(K)           rho,kg/m3      Gruneisen_T    Ks,bar         vp,km/s        vs,km/s        Wus,vo%        Pv,vo%         Ppv,vo%        CF,vo%         O,vo%          Wad,vo%        Ring,vo%       Pl,vo%         Cpx,vo%        Gt,vo%         st,vo%         q,vo%          ca-pv,vo%      coe,vo%        ky,vo%         Sp,vo%         neph,vo%       seif,vo%      
  1.00000        1.00000        1700.03        3052.96        1.02929        977095.        6.80453        3.27454                 NaN            NaN            NaN            NaN   76.0748                 NaN            NaN   9.63802        11.9565                 NaN            NaN            NaN            NaN            NaN            NaN   1.47123       0.859479                 NaN
  2.00000        7895.71        1722.60        3137.06        1.06199       0.105857E+007   7.74163        4.43188                 NaN            NaN            NaN            NaN   71.9098                 NaN            NaN            NaN   24.7386                 NaN            NaN            NaN            NaN            NaN            NaN   3.35162                 NaN            NaN
  3.00000        15790.4        1737.64        3160.14        1.04636       0.109637E+007   7.81960        4.45414                 NaN            NaN            NaN            NaN   71.7898                 NaN            NaN            NaN   24.7316                 NaN            NaN            NaN            NaN            NaN            NaN   3.47856                 NaN            NaN
  4.00000        23685.1        1750.72        3182.76        1.03155       0.113408E+007   7.89595        4.47611                 NaN            NaN            NaN            NaN   71.6695                 NaN            NaN            NaN   24.7268                 NaN            NaN            NaN            NaN            NaN            NaN   3.60377                 NaN            NaN
  5.00000        31579.8        1762.67        3204.85        1.01749       0.117148E+007   7.97010        4.49741                 NaN            NaN            NaN            NaN   71.5700                 NaN            NaN            NaN   24.7219                 NaN            NaN            NaN            NaN            NaN            NaN   3.70808                 NaN            NaN
  6.00000        39474.6        1773.85        3226.41        1.00415       0.120857E+007   8.04209        4.51802                 NaN            NaN            NaN            NaN   71.4821                 NaN            NaN            NaN   24.7176                 NaN            NaN            NaN            NaN            NaN            NaN   3.80032                 NaN            NaN
  7.00000        47369.3        1784.44        3255.32       0.994760       0.125946E+007   8.14255        4.55069                 NaN            NaN            NaN            NaN   72.5654                 NaN            NaN            NaN   20.7705        3.67644                 NaN            NaN            NaN            NaN            NaN   2.98772                 NaN            NaN
  8.00000        55264.0        1794.58        3282.27       0.986026       0.130763E+007   8.23880        4.58575                 NaN            NaN            NaN            NaN   73.4961                 NaN            NaN            NaN   17.2577        6.96899                 NaN            NaN            NaN            NaN            NaN   2.27716                 NaN            NaN
  9.00000        63158.7        1804.35        3308.45       0.978192       0.135494E+007   8.33475        4.62445                 NaN            NaN            NaN            NaN   74.4415                 NaN            NaN            NaN   13.6521        10.3660                 NaN            NaN            NaN            NaN            NaN   1.54043                 NaN            NaN
  10.0000        71053.4        1813.79        3333.03       0.970426       0.139947E+007   8.42367        4.66130                 NaN            NaN            NaN            NaN   75.2666                 NaN            NaN            NaN   10.5328        13.3159                 NaN            NaN            NaN            NaN            NaN  0.884699                 NaN            NaN
  11.0000        78948.1        1822.96        3355.51       0.962189       0.144013E+007   8.50149        4.69230                 NaN            NaN            NaN            NaN   75.8252                 NaN            NaN            NaN   8.35248        15.3882                 NaN            NaN            NaN            NaN            NaN  0.434089                 NaN            NaN
  12.0000        86842.8        1831.89        3378.45       0.955144       0.147964E+007   8.57369        4.72056       0.340343                 NaN            NaN            NaN   75.0948                 NaN            NaN            NaN   7.29717        17.2677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13.0000        94737.5        1840.61        3398.23       0.946937       0.151480E+007   8.63276        4.73933       0.579058                 NaN            NaN            NaN   74.2151                 NaN            NaN            NaN   7.47451        17.7313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14.0000        102632.        1849.13        3417.64       0.939030       0.154940E+007   8.68928        4.75669       0.861245                 NaN            NaN            NaN   73.1711                 NaN            NaN            NaN   7.89519        18.0725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15.0000        110527.        1857.49        3436.94       0.931570       0.158394E+007   8.74447        4.77338        1.18417                 NaN            NaN            NaN   71.9793                 NaN            NaN            NaN   8.42255        18.4140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16.0000        118422.        1865.69        3456.30       0.924655       0.161876E+007   8.79938        4.79016        1.54964                 NaN            NaN            NaN   70.6359                 NaN            NaN            NaN   8.97595        18.8385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17.0000        126316.        1873.74        3475.96       0.918448       0.165422E+007   8.85472        4.80747        1.98677                 NaN            NaN            NaN   69.0372                 NaN            NaN            NaN   9.56053        19.4155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18.0000        134211.        1881.67        3496.14       0.912989       0.169065E+007   8.91112        4.82575        2.50368                 NaN            NaN            NaN   67.1561                 NaN            NaN            NaN   10.1141        20.2261                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19.0000        142106.        1889.47        3517.55       0.908673       0.172902E+007   8.97047        4.84628        3.16553                 NaN            NaN            NaN   64.7632                 NaN            NaN            NaN   10.5740        21.4972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20.0000        150000.        1897.15        3651.32        1.05681       0.200636E+007   9.56229        5.23129        3.47981                 NaN            NaN            NaN            NaN   62.8928                 NaN            NaN   10.0929        23.5345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21.0000        157895.        1904.73        3669.01        1.05086       0.204484E+007   9.61845        5.25227        3.50797                 NaN            NaN            NaN            NaN   62.8614                 NaN            NaN   8.55670        25.0740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22.0000        165790.        1912.22        3687.21        1.04469       0.208322E+007   9.67316        5.27291        3.67907                 NaN            NaN            NaN            NaN   62.3311                 NaN            NaN   6.86537        27.1245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  23.0000        173685.        1919.60        3706.68        1.03837       0.212226E+007   9.72778        5.29444        4.05169                 NaN            NaN            NaN            NaN   61.1073                 NaN            NaN   4.75329        30.0877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  24.0000        181579.        1926.90        3728.35        1.03152       0.216214E+007   9.78176        5.31678        4.77612                 NaN            NaN            NaN            NaN   58.6699                 NaN            NaN   2.01135        34.5426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  25.0000        189474.        1934.12        3749.40        1.02322       0.219845E+007   9.82564        5.33211        5.88221                 NaN            NaN            NaN            NaN   54.8512                 NaN            NaN            NaN   39.2666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  26.0000        197369.        1941.25        3766.21        1.01360       0.222825E+007   9.85514        5.33570        7.10066                 NaN            NaN            NaN            NaN   50.5428                 NaN            NaN            NaN   42.3566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  27.0000        205263.        1948.32        3785.98        1.01103       0.226238E+007   9.89291        5.34647        8.25264                 NaN            NaN            NaN            NaN   46.5348                 NaN            NaN            NaN   44.5427                 NaN            NaN  0.669874                 NaN            NaN            NaN            NaN            NaN
  28.0000        213158.        1955.31        3844.46       0.966865       0.235968E+007   10.0570        5.46102        8.76077                 NaN            NaN            NaN            NaN            NaN   44.5799                 NaN            NaN   44.9333                 NaN            NaN   1.72611                 NaN            NaN            NaN            NaN            NaN
  29.0000        221053.        1962.23        3862.04       0.970640       0.239824E+007   10.1097        5.48462        8.55913                 NaN            NaN            NaN            NaN            NaN   45.3737                 NaN            NaN   43.3743                 NaN            NaN   2.69287                 NaN            NaN            NaN            NaN            NaN
  30.0000        228948.        1969.09        3878.19       0.972172       0.243459E+007   10.1576        5.50464        8.41917                 NaN            NaN            NaN            NaN            NaN   45.9273                 NaN            NaN   42.2443                 NaN            NaN   3.40924                 NaN            NaN            NaN            NaN            NaN
  31.0000        236842.        1975.88        4071.91        1.24393       0.267006E+007   10.5344        5.83524        22.5008        39.1842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   33.7237                 NaN            NaN   4.59133                 NaN            NaN            NaN            NaN            NaN
  32.0000        244737.        1982.61        4109.48        1.27780       0.274234E+007   10.6514        5.91953        22.6295        44.2772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   27.9243                 NaN            NaN   5.16909                 NaN            NaN            NaN            NaN            NaN
  33.0000        252632.        1989.29        4136.05        1.29572       0.279713E+007   10.7339        5.97424        22.6977        47.2533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   24.5437                 NaN            NaN   5.50528                 NaN            NaN            NaN            NaN            NaN
  34.0000        260526.        1995.92        4158.21        1.30737       0.284520E+007   10.8027        6.01719        22.7410        49.4814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   22.0745                 NaN            NaN   5.70315                 NaN            NaN            NaN            NaN            NaN
  35.0000        268421.        2002.49        4195.44        1.33318       0.291441E+007   10.9037        6.08837        22.3930        53.9632                 NaN   1.52032                 NaN            NaN            NaN            NaN            NaN   15.8548                 NaN            NaN   6.26875                 NaN            NaN            NaN            NaN            NaN
  36.0000        276316.        2009.00        4253.52        1.38732       0.302194E+007   11.0694        6.21400        21.7317        62.3473                 NaN   4.44493                 NaN            NaN            NaN            NaN            NaN   4.24262                 NaN            NaN   7.23350                 NaN            NaN            NaN            NaN            NaN
  37.0000        284211.        2015.47        4281.57        1.40622       0.308179E+007   11.1549        6.27214        21.5461        65.5550                 NaN   5.29809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60078                 NaN            NaN            NaN            NaN            NaN
  38.0000        292105.        2021.90        4292.69        1.40254       0.311148E+007   11.1877        6.28585        21.5312        65.5705                 NaN   5.29694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60132                 NaN            NaN            NaN            NaN            NaN
  39.0000        300000.        2028.27        4303.73        1.39891       0.314110E+007   11.2203        6.29940        21.5166        65.5858                 NaN   5.29581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60183                 NaN            NaN            NaN            NaN            NaN
  40.0000        320085.        2044.30        4331.43        1.39010       0.321625E+007   11.3021        6.33350        21.5001        65.6687                 NaN   5.22823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60298                 NaN            NaN            NaN            NaN            NaN
  41.0000        340171.        2060.07        4358.67        1.38155       0.329094E+007   11.3817        6.36629        21.4658        65.7045                 NaN   5.22561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60403                 NaN            NaN            NaN            NaN            NaN
  42.0000        360256.        2075.59        4385.44        1.37337       0.336524E+007   11.4594        6.39816        21.4330        65.7389                 NaN   5.22311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60496                 NaN            NaN            NaN            NaN            NaN
  43.0000        380342.        2090.88        4411.75        1.36562       0.343926E+007   11.5358        6.42948        21.4205        65.8163                 NaN   5.15748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60575                 NaN            NaN            NaN            NaN            NaN
  44.0000        400427.        2105.96        4437.67        1.35797       0.351279E+007   11.6099        6.45934        21.3715        65.8035                 NaN   5.21847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60650                 NaN            NaN            NaN            NaN            NaN
  45.0000        420513.        2120.84        4463.17        1.35071       0.358607E+007   11.6827        6.48873        21.3426        65.8339                 NaN   5.21630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60713                 NaN            NaN            NaN            NaN            NaN
  46.0000        440598.        2135.53        4488.27        1.34373       0.365904E+007   11.7541        6.51737        21.3148        65.8633                 NaN   5.21423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60768                 NaN            NaN            NaN            NaN            NaN
  47.0000        460684.        2150.05        4513.01        1.33699       0.373171E+007   11.8241        6.54530        21.2880        65.8916                 NaN   5.21225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60815                 NaN            NaN            NaN            NaN            NaN
  48.0000        480769.        2164.41        4537.39        1.33050       0.380409E+007   11.8927        6.57255        21.2622        65.9189                 NaN   5.21035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60856                 NaN            NaN            NaN            NaN            NaN
  49.0000        500855.        2178.60        4561.42        1.32422       0.387619E+007   11.9601        6.59916        21.2373        65.9453                 NaN   5.20853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60890                 NaN            NaN            NaN            NaN            NaN
  50.0000        520940.        2192.64        4585.12        1.31816       0.394804E+007   12.0262        6.62514        21.2132        65.9708                 NaN   5.20679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60919                 NaN            NaN            NaN            NaN            NaN
  51.0000        541026.        2206.55        4608.50        1.31230       0.401962E+007   12.0911        6.65053        21.1899        65.9956                 NaN   5.20511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60943                 NaN            NaN            NaN            NaN            NaN
  52.0000        561111.        2220.31        4631.57        1.30662       0.409097E+007   12.1549        6.67536        21.1673        66.0196                 NaN   5.20350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60962                 NaN            NaN            NaN            NaN            NaN
  53.0000        581197.        2233.95        4654.35        1.30112       0.416207E+007   12.2176        6.69963        21.1454        66.0428                 NaN   5.20196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60976                 NaN            NaN            NaN            NaN            NaN
  54.0000        601282.        2247.46        4676.84        1.29579       0.423295E+007   12.2793        6.72338        21.1242        66.0654                 NaN   5.20047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60987                 NaN            NaN            NaN            NaN            NaN
  55.0000        621368.        2260.86        4699.06        1.29060       0.430359E+007   12.3399        6.74664        21.1007        66.0810                 NaN   5.20834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60995                 NaN            NaN            NaN            NaN            NaN
  56.0000        641453.        2274.13        4721.01        1.28558       0.437404E+007   12.3996        6.76940        21.0807        66.1023                 NaN   5.20695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60999                 NaN            NaN            NaN            NaN            NaN
  57.0000        661538.        2287.31        4742.69        1.28070       0.444428E+007   12.4584        6.79170        21.0613        66.1231                 NaN   5.20562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60999                 NaN            NaN            NaN            NaN            NaN
  58.0000        681624.        2300.37        4764.11        1.27603       0.451438E+007   12.5165        6.81380        21.0581        66.1819                 NaN   5.15007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60994                 NaN            NaN            NaN            NaN            NaN
  59.0000        701709.        2313.33        4785.31        1.27142       0.458423E+007   12.5734        6.83521        21.0397        66.2016                 NaN   5.14884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60989                 NaN            NaN            NaN            NaN            NaN
  60.0000        721795.        2326.20        4806.26        1.26693       0.465390E+007   12.6296        6.85620        21.0217        66.2209                 NaN   5.14764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60982                 NaN            NaN            NaN            NaN            NaN
  61.0000        741880.        2338.97        4827.00        1.26255       0.472335E+007   12.6849        6.87680        21.0013        66.2333                 NaN   5.15563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60973                 NaN            NaN            NaN            NaN            NaN
  62.0000        761966.        2351.65        4847.53        1.25820       0.479257E+007   12.7392        6.89677        20.9656        66.2064                 NaN   5.21831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60965                 NaN            NaN            NaN            NaN            NaN
  63.0000        782051.        2364.24        4867.82        1.25406       0.486171E+007   12.7930        6.91659        20.9490        66.2243                 NaN   5.21722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60951                 NaN            NaN            NaN            NaN            NaN
  64.0000        802137.        2376.75        4887.90        1.25001       0.493067E+007   12.8460        6.93605        20.9327        66.2418                 NaN   5.21617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60935                 NaN            NaN            NaN            NaN            NaN
  65.0000        822222.        2389.17        4907.79        1.24605       0.499945E+007   12.8983        6.95516        20.9139        66.2523                 NaN   5.22455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60919                 NaN            NaN            NaN            NaN            NaN
  66.0000        842308.        2401.52        4927.47        1.24220       0.506810E+007   12.9500        6.97393        20.8984        66.2690                 NaN   5.22356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60900                 NaN            NaN            NaN            NaN            NaN
  67.0000        862393.        2413.78        4946.96        1.23843       0.513657E+007   13.0009        6.99237        20.8803        66.2788                 NaN   5.23204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60881                 NaN            NaN            NaN            NaN            NaN
  68.0000        882479.        2425.98        4966.26        1.23475       0.520492E+007   13.0512        7.01048        20.8655        66.2948                 NaN   5.23111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60859                 NaN            NaN            NaN            NaN            NaN
  69.0000        902564.        2438.09        4985.39        1.23115       0.527309E+007   13.1009        7.02828        20.8480        66.3039                 NaN   5.23967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60837                 NaN            NaN            NaN            NaN            NaN
  70.0000        922650.        2450.14        5004.33        1.22764       0.534115E+007   13.1500        7.04578        20.8338        66.3193                 NaN   5.23880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60812                 NaN            NaN            NaN            NaN            NaN
  71.0000        942735.        2462.12        5023.10        1.22421       0.540906E+007   13.1984        7.06298        20.8192        66.3330                 NaN   5.23984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60787                 NaN            NaN            NaN            NaN            NaN
  72.0000        962821.        2474.03        5041.70        1.22085       0.547681E+007   13.2462        7.07987        20.8045        66.3489                 NaN   5.23903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60761                 NaN            NaN            NaN            NaN            NaN
  73.0000        982906.        2485.88        5060.13        1.21755       0.554445E+007   13.2936        7.09651        20.7889        66.3580                 NaN   5.24583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60734                 NaN            NaN            NaN            NaN            NaN
  74.0000       0.100299E+007   2497.66        5078.40        1.21434       0.561197E+007   13.3403        7.11288        20.7757        66.3722                 NaN   5.24505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60706                 NaN            NaN            NaN            NaN            NaN
  75.0000       0.102308E+007   2509.38        5096.52        1.21118       0.567934E+007   13.3865        7.12900        20.7601        66.3793                 NaN   5.25382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60677                 NaN            NaN            NaN            NaN            NaN
  76.0000       0.104316E+007   2521.03        5114.48        1.20810       0.574662E+007   13.4322        7.14485        20.7474        66.3930                 NaN   5.25309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60647                 NaN            NaN            NaN            NaN            NaN
  77.0000       0.106325E+007   2532.63        5132.29        1.20506       0.581375E+007   13.4774        7.16046        20.7323        66.3996                 NaN   5.26193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60617                 NaN            NaN            NaN            NaN            NaN
  78.0000       0.108333E+007   2544.17        5149.96        1.20209       0.588076E+007   13.5221        7.17583        20.7173        66.4060                 NaN   5.27082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60586                 NaN            NaN            NaN            NaN            NaN
  79.0000       0.110342E+007   2555.66        5167.49        1.19917       0.594759E+007   13.5662        7.19086        20.7028        66.4215                 NaN   5.27016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60556                 NaN            NaN            NaN            NaN            NaN
  80.0000       0.112350E+007   2567.09        5184.88        1.19632       0.601437E+007   13.6099        7.20576        20.6882        66.4274                 NaN   5.27912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60524                 NaN            NaN            NaN            NaN            NaN
  81.0000       0.114359E+007   2578.47        5202.12        1.19352       0.608107E+007   13.6532        7.22042        20.6766        66.4400                 NaN   5.27848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60491                 NaN            NaN            NaN            NaN            NaN
  82.0000       0.116368E+007   2589.79        5219.22        1.19078       0.614765E+007   13.6960        7.23486        20.6652        66.4523                 NaN   5.27786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60457                 NaN            NaN            NaN            NaN            NaN
  83.0000       0.118376E+007   2601.06        5236.21        1.18807       0.621409E+007   13.7383        7.24912        20.6485        66.4506                 NaN   5.29659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60424                 NaN            NaN            NaN            NaN            NaN
  84.0000       0.120385E+007   2612.28        5301.37        1.33150       0.604394E+007   13.7000        7.43388        20.9480                 NaN   66.4280        4.95011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.67383                 NaN            NaN            NaN            NaN            NaN
  85.0000       0.122393E+007   2623.45        5319.27        1.32844       0.610789E+007   13.7438        7.45320        20.9905                 NaN   66.5602        4.77436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.67496                 NaN            NaN            NaN            NaN            NaN
  86.0000       0.124402E+007   2634.58        5337.09        1.32552       0.617184E+007   13.7873        7.47242        21.0478                 NaN   66.7225        4.55349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.67613                 NaN            NaN            NaN            NaN            NaN
  87.0000       0.126410E+007   2645.65        5354.32        1.32219       0.623592E+007   13.8313        7.49194        21.0154                 NaN   66.6689        4.63904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.67664                 NaN            NaN            NaN            NaN            NaN
  88.0000       0.128419E+007   2656.68        5371.72        1.31920       0.629975E+007   13.8743        7.51095        21.0395                 NaN   66.7509        4.53208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.67753                 NaN            NaN            NaN            NaN            NaN
  89.0000       0.130427E+007   2667.67        5389.02        1.31628       0.636344E+007   13.9167        7.52965        21.0658                 NaN   66.8394        4.41637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.67844                 NaN            NaN            NaN            NaN            NaN
  90.0000       0.132436E+007   2678.61        5406.23        1.31337       0.642687E+007   13.9586        7.54799        21.0866                 NaN   66.9213        4.31274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.67937                 NaN            NaN            NaN            NaN            NaN
  91.0000       0.134444E+007   2689.50        5423.30        1.31058       0.649043E+007   14.0004        7.56642        21.1195                 NaN   67.0225        4.17770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.68027                 NaN            NaN            NaN            NaN            NaN
  92.0000       0.136453E+007   2700.35        5440.16        1.30771       0.655385E+007   14.0418        7.58460        21.1273                 NaN   67.0670        4.12467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.68101                 NaN            NaN            NaN            NaN            NaN
  93.0000       0.138462E+007   2711.16        5456.83        1.30482       0.661729E+007   14.0831        7.60274        21.1239                 NaN   67.0815        4.11296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.68163                 NaN            NaN            NaN            NaN            NaN
  94.0000       0.140470E+007   2721.93        5473.46        1.30205       0.668062E+007   14.1240        7.62064        21.1338                 NaN   67.1275        4.05629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.68232                 NaN            NaN            NaN            NaN            NaN
  95.0000       0.142479E+007   2732.66        5490.11        1.29940       0.674361E+007   14.1640        7.63805        21.1587                 NaN   67.2170        3.94111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.68320                 NaN            NaN            NaN            NaN            NaN
  96.0000       0.144487E+007   2743.35        5506.46        1.29664       0.680676E+007   14.2042        7.65558        21.1550                 NaN   67.2308        3.93038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.68379                 NaN            NaN            NaN            NaN            NaN
  97.0000       0.146496E+007   2754.00        5522.76        1.29396       0.686973E+007   14.2438        7.67279        21.1580                 NaN   67.2639        3.89363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.68444                 NaN            NaN            NaN            NaN            NaN
  98.0000       0.148504E+007   2764.61        5538.99        1.29138       0.693270E+007   14.2832        7.68997        21.1725                 NaN   67.3202        3.82213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.68512                 NaN            NaN            NaN            NaN            NaN
  99.0000       0.150513E+007   2775.18        5554.97        1.28870       0.699564E+007   14.3225        7.70704        21.1586                 NaN   67.3084        3.84742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.68559                 NaN            NaN            NaN            NaN            NaN
  100.000       0.152521E+007   2785.72        5571.16        1.28632       0.705826E+007   14.3608        7.72363        21.1966                 NaN   67.4257        3.69129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.68647                 NaN            NaN            NaN            NaN            NaN
  101.000       0.154530E+007   2796.22        5587.17        1.28389       0.712084E+007   14.3989        7.74012        21.2198                 NaN   67.5066        3.58642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.68722                 NaN            NaN            NaN            NaN            NaN
  102.000       0.156538E+007   2806.68        5602.90        1.28137       0.718354E+007   14.4372        7.75666        21.2148                 NaN   67.5154        3.58200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.68772                 NaN            NaN            NaN            NaN            NaN
  103.000       0.158547E+007   2817.11        5618.70        1.27900       0.724597E+007   14.4747        7.77286        21.2352                 NaN   67.5891        3.48726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.68843                 NaN            NaN            NaN            NaN            NaN
  104.000       0.160556E+007   2827.50        5634.25        1.27655       0.730850E+007   14.5123        7.78903        21.2314                 NaN   67.6009        3.47878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.68892                 NaN            NaN            NaN            NaN            NaN
  105.000       0.162564E+007   2837.86        5649.72        1.27413       0.737090E+007   14.5495        7.80496        21.2258                 NaN   67.6102        3.47462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.68940                 NaN            NaN            NaN            NaN            NaN
  106.000       0.164573E+007   2848.19        5665.21        1.27182       0.743311E+007   14.5862        7.82064        21.2363                 NaN   67.6605        3.41320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.69003                 NaN            NaN            NaN            NaN            NaN
  107.000       0.166581E+007   2858.48        5680.48        1.26947       0.749545E+007   14.6229        7.83637        21.2329                 NaN   67.6716        3.40506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.69048                 NaN            NaN            NaN            NaN            NaN
  108.000       0.168590E+007   2868.74        5695.71        1.26717       0.755762E+007   14.6592        7.85182        21.2321                 NaN   67.6919        3.38510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.69097                 NaN            NaN            NaN            NaN            NaN
  109.000       0.170598E+007   2878.96        5710.91        1.26489       0.761951E+007   14.6948        7.86681        21.2303                 NaN   67.7166        3.36155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.69154                 NaN            NaN            NaN            NaN            NaN
  110.000       0.172607E+007   2889.16        5725.95        1.26265       0.768162E+007   14.7306        7.88210        21.2298                 NaN   67.7347        3.34350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.69199                 NaN            NaN            NaN            NaN            NaN
