|6.6.6
/home/haiwang/pyExoInt_v1.2_released/Mineral/Utilities/tmp_files/98434/mantlephys_1.tab             
           1
node #  
   2.1219957914593380E-314
   2.1219957914593380E-314
 -1200071184
          26
node#          P(bar)         T(K)           rho,kg/m3      Gruneisen_T    Ks,bar         vp,km/s        vs,km/s        Wus,vo%        Pv,vo%         Ppv,vo%        CF,vo%         O,vo%          Wad,vo%        Ring,vo%       Pl,vo%         Cpx,vo%        Gt,vo%         st,vo%         q,vo%          ca-pv,vo%      coe,vo%        ky,vo%         Sp,vo%         neph,vo%       seif,vo%      
  220.000       0.393547E+007   3880.40        7040.73        1.11620       0.142310E+008   17.6035        8.99005        20.9748                 NaN   68.6771        2.63429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71386                 NaN            NaN            NaN            NaN            NaN
  221.000       0.395556E+007   3888.58        7050.58        1.11538       0.142888E+008   17.6235        8.99690        20.9728                 NaN   68.6813        2.63200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71391                 NaN            NaN            NaN            NaN            NaN
  222.000       0.397564E+007   3896.74        7060.40        1.11457       0.143466E+008   17.6433        9.00369        20.9701                 NaN   68.6838        2.63216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71396                 NaN            NaN            NaN            NaN            NaN
  223.000       0.399573E+007   3904.90        7070.19        1.11375       0.144044E+008   17.6631        9.01044        20.9675                 NaN   68.6862        2.63232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71401                 NaN            NaN            NaN            NaN            NaN
  224.000       0.401581E+007   3913.05        7079.96        1.11295       0.144622E+008   17.6828        9.01717        20.9655                 NaN   68.6904        2.63004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71406                 NaN            NaN            NaN            NaN            NaN
  225.000       0.403590E+007   3921.19        7089.69        1.11215       0.145199E+008   17.7024        9.02384        20.9629                 NaN   68.6928        2.63020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71410                 NaN            NaN            NaN            NaN            NaN
  226.000       0.405598E+007   3929.31        7099.41        1.11135       0.145776E+008   17.7220        9.03047        20.9603                 NaN   68.6952        2.63036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71415                 NaN            NaN            NaN            NaN            NaN
  227.000       0.407607E+007   3937.43        7109.10        1.11057       0.146353E+008   17.7415        9.03708        20.9584                 NaN   68.6994        2.62808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71419                 NaN            NaN            NaN            NaN            NaN
  228.000       0.409615E+007   3945.53        7118.76        1.10978       0.146930E+008   17.7609        9.04364        20.9558                 NaN   68.7018        2.62823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71424                 NaN            NaN            NaN            NaN            NaN
  229.000       0.411624E+007   3953.63        7128.40        1.10900       0.147506E+008   17.7802        9.05014        20.9539                 NaN   68.7060        2.62589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71428                 NaN            NaN            NaN            NaN            NaN
  230.000       0.413632E+007   3961.71        7138.01        1.10823       0.148083E+008   17.7994        9.05662        20.9513                 NaN   68.7083        2.62605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71432                 NaN            NaN            NaN            NaN            NaN
  231.000       0.415641E+007   3969.79        7147.60        1.10745       0.148659E+008   17.8186        9.06306        20.9487                 NaN   68.7107        2.62621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71436                 NaN            NaN            NaN            NaN            NaN
  232.000       0.417650E+007   3977.85        7157.17        1.10669       0.149235E+008   17.8377        9.06949        20.9469                 NaN   68.7148        2.62394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71440                 NaN            NaN            NaN            NaN            NaN
  233.000       0.419658E+007   3985.90        7166.70        1.10593       0.149810E+008   17.8568        9.07585        20.9444                 NaN   68.7171        2.62409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71444                 NaN            NaN            NaN            NaN            NaN
  234.000       0.421667E+007   3993.94        7176.39        1.10516       0.150379E+008   17.8743        9.08069        20.9381                 NaN   68.7230        2.62432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71466                 NaN            NaN            NaN            NaN            NaN
  235.000       0.423675E+007   4001.98        7185.88        1.10441       0.150954E+008   17.8932        9.08697        20.9355                 NaN   68.7253        2.62448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71469                 NaN            NaN            NaN            NaN            NaN
  236.000       0.425684E+007   4010.00        7195.34        1.10366       0.151529E+008   17.9121        9.09322        20.9330                 NaN   68.7276        2.62463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71473                 NaN            NaN            NaN            NaN            NaN
  237.000       0.427692E+007   4018.01        7204.79        1.10292       0.152104E+008   17.9308        9.09946        20.9312                 NaN   68.7316        2.62237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71477                 NaN            NaN            NaN            NaN            NaN
  238.000       0.429701E+007   4026.01        7214.21        1.10218       0.152678E+008   17.9495        9.10564        20.9287                 NaN   68.7339        2.62253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71480                 NaN            NaN            NaN            NaN            NaN
  239.000       0.431709E+007   4034.01        7223.61        1.10144       0.153253E+008   17.9682        9.11178        20.9263                 NaN   68.7362        2.62268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71483                 NaN            NaN            NaN            NaN            NaN
  240.000       0.433718E+007   4041.99        7232.98        1.10071       0.153827E+008   17.9867        9.11789        20.9238                 NaN   68.7385        2.62284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71486                 NaN            NaN            NaN            NaN            NaN
  241.000       0.435726E+007   4049.96        7242.33        1.09999       0.154401E+008   18.0052        9.12399        20.9220                 NaN   68.7425        2.62058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71490                 NaN            NaN            NaN            NaN            NaN
  242.000       0.437735E+007   4057.93        7251.66        1.09927       0.154975E+008   18.0237        9.13002        20.9196                 NaN   68.7447        2.62074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71492                 NaN            NaN            NaN            NaN            NaN
  243.000       0.439744E+007   4065.88        7260.96        1.09855       0.155548E+008   18.0420        9.13603        20.9172                 NaN   68.7470        2.62090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71495                 NaN            NaN            NaN            NaN            NaN
  244.000       0.441752E+007   4073.82        7270.24        1.09784       0.156121E+008   18.0603        9.14200        20.9147                 NaN   68.7492        2.62105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71498                 NaN            NaN            NaN            NaN            NaN
  245.000       0.443761E+007   4081.76        7279.50        1.09713       0.156695E+008   18.0786        9.14794        20.9123                 NaN   68.7514        2.62121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71501                 NaN            NaN            NaN            NaN            NaN
  246.000       0.445769E+007   4089.68        7288.74        1.09643       0.157267E+008   18.0967        9.15386        20.9106                 NaN   68.7554        2.61895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71504                 NaN            NaN            NaN            NaN            NaN
  247.000       0.447778E+007   4097.60        7297.96        1.09573       0.157840E+008   18.1148        9.15973        20.9082                 NaN   68.7576        2.61911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71506                 NaN            NaN            NaN            NaN            NaN
  248.000       0.449786E+007   4105.51        7307.15        1.09503       0.158413E+008   18.1329        9.16557        20.9058                 NaN   68.7598        2.61927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71509                 NaN            NaN            NaN            NaN            NaN
  249.000       0.451795E+007   4113.40        7316.32        1.09434       0.158985E+008   18.1509        9.17137        20.9035                 NaN   68.7620        2.61943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71511                 NaN            NaN            NaN            NaN            NaN
  250.000       0.453803E+007   4121.29        7325.47        1.09365       0.159557E+008   18.1688        9.17714        20.9011                 NaN   68.7642        2.61959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71513                 NaN            NaN            NaN            NaN            NaN
  251.000       0.455812E+007   4129.17        7334.60        1.09296       0.160129E+008   18.1867        9.18290        20.8995                 NaN   68.7681        2.61733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71516                 NaN            NaN            NaN            NaN            NaN
  252.000       0.457821E+007   4137.04        7343.70        1.09228       0.160701E+008   18.2045        9.18861        20.8971                 NaN   68.7702        2.61749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71518                 NaN            NaN            NaN            NaN            NaN
  253.000       0.459829E+007   4144.90        7352.79        1.09161       0.161273E+008   18.2222        9.19428        20.8948                 NaN   68.7724        2.61764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71520                 NaN            NaN            NaN            NaN            NaN
  254.000       0.461838E+007   4152.75        7361.85        1.09093       0.161844E+008   18.2399        9.19992        20.8924                 NaN   68.7745        2.61780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71522                 NaN            NaN            NaN            NaN            NaN
  255.000       0.463846E+007   4160.59        7370.89        1.09026       0.162415E+008   18.2575        9.20553        20.8901                 NaN   68.7767        2.61796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71524                 NaN            NaN            NaN            NaN            NaN
  256.000       0.465855E+007   4168.43        7379.91        1.08960       0.162986E+008   18.2750        9.21111        20.8878                 NaN   68.7788        2.61812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71526                 NaN            NaN            NaN            NaN            NaN
  257.000       0.467863E+007   4176.25        7388.92        1.08894       0.163557E+008   18.2926        9.21668        20.8862                 NaN   68.7826        2.61586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71528                 NaN            NaN            NaN            NaN            NaN
  258.000       0.469872E+007   4184.07        7397.89        1.08828       0.164128E+008   18.3100        9.22220        20.8839                 NaN   68.7847        2.61602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71530                 NaN            NaN            NaN            NaN            NaN
  259.000       0.471880E+007   4191.87        7406.85        1.08763       0.164698E+008   18.3274        9.22769        20.8817                 NaN   68.7869        2.61618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71532                 NaN            NaN            NaN            NaN            NaN
  260.000       0.473889E+007   4199.67        7415.79        1.08697       0.165268E+008   18.3447        9.23314        20.8794                 NaN   68.7889        2.61633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71533                 NaN            NaN            NaN            NaN            NaN
  261.000       0.475897E+007   4207.46        7424.71        1.08633       0.165839E+008   18.3620        9.23857        20.8771                 NaN   68.7910        2.61649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71535                 NaN            NaN            NaN            NaN            NaN
  262.000       0.477906E+007   4215.24        7433.61        1.08568       0.166409E+008   18.3792        9.24396        20.8749                 NaN   68.7931        2.61665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71536                 NaN            NaN            NaN            NaN            NaN
  263.000       0.479915E+007   4223.01        7442.49        1.08504       0.166978E+008   18.3963        9.24935        20.8733                 NaN   68.7969        2.61440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71538                 NaN            NaN            NaN            NaN            NaN
  264.000       0.481923E+007   4230.77        7451.35        1.08441       0.167548E+008   18.4134        9.25469        20.8711                 NaN   68.7990        2.61455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71539                 NaN            NaN            NaN            NaN            NaN
  265.000       0.483932E+007   4238.53        7460.18        1.08377       0.168117E+008   18.4305        9.25999        20.8689                 NaN   68.8010        2.61471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71541                 NaN            NaN            NaN            NaN            NaN
  266.000       0.485940E+007   4246.27        7469.00        1.08314       0.168686E+008   18.4475        9.26527        20.8666                 NaN   68.8031        2.61487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71542                 NaN            NaN            NaN            NaN            NaN
  267.000       0.487949E+007   4254.01        7477.80        1.08252       0.169255E+008   18.4644        9.27051        20.8644                 NaN   68.8051        2.61503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71543                 NaN            NaN            NaN            NaN            NaN
  268.000       0.489957E+007   4261.74        7486.58        1.08189       0.169824E+008   18.4813        9.27573        20.8622                 NaN   68.8071        2.61518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71544                 NaN            NaN            NaN            NaN            NaN
  269.000       0.491966E+007   4269.46        7495.34        1.08127       0.170393E+008   18.4981        9.28092        20.8600                 NaN   68.8092        2.61534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71545                 NaN            NaN            NaN            NaN            NaN
  270.000       0.493974E+007   4277.17        7504.08        1.08066       0.170961E+008   18.5149        9.28608        20.8579                 NaN   68.8112        2.61549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71546                 NaN            NaN            NaN            NaN            NaN
  271.000       0.495983E+007   4284.88        7512.81        1.08004       0.171530E+008   18.5316        9.29124        20.8564                 NaN   68.8149        2.61325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71547                 NaN            NaN            NaN            NaN            NaN
  272.000       0.497991E+007   4292.57        7521.51        1.07943       0.172098E+008   18.5482        9.29634        20.8542                 NaN   68.8169        2.61340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71548                 NaN            NaN            NaN            NaN            NaN
  273.000       0.500000E+007   4300.26        7530.20        1.07883       0.172666E+008   18.5648        9.30141        20.8520                 NaN   68.8189        2.61356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71549                 NaN            NaN            NaN            NaN            NaN
